,date,0
0,2017-01-03,2.682209014892578
1,2017-01-04,4.470348358154297
2,2017-01-05,4.470348358154297
3,2017-01-06,2.682209014892578
4,2017-01-09,1.6093254089355469
5,2017-01-10,1.6093254089355469
6,2017-01-11,2.682209014892578
7,2017-01-12,2.682209014892578
8,2017-01-13,0.5793571472167969
9,2017-01-16,1.6093254089355469
10,2017-01-17,0.5793571472167969
11,2017-01-18,2.682209014892578
12,2017-01-19,0.9655952453613281
13,2017-01-20,7.450580596923828
14,2017-01-23,4.470348358154297
15,2017-01-24,2.682209014892578
16,2017-01-25,2.682209014892578
17,2017-01-26,1.6093254089355469
18,2017-02-03,2.682209014892578
19,2017-02-06,0.3476142883300781
20,2017-02-07,1.6093254089355469
21,2017-02-08,0.9655952453613281
22,2017-02-09,1.6093254089355469
23,2017-02-10,2.682209014892578
24,2017-02-13,2.682209014892578
25,2017-02-14,1.6093254089355469
26,2017-02-15,0.5793571472167969
27,2017-02-16,0.9655952453613281
28,2017-02-17,0.9655952453613281
29,2017-02-20,0.5793571472167969
30,2017-02-21,2.682209014892578
31,2017-02-22,2.682209014892578
32,2017-02-23,4.470348358154297
33,2017-02-24,0.5793571472167969
34,2017-02-27,2.682209014892578
35,2017-02-28,0.9655952453613281
36,2017-03-01,1.6093254089355469
37,2017-03-02,2.682209014892578
38,2017-03-03,0.9655952453613281
39,2017-03-06,0.9655952453613281
40,2017-03-07,0.9655952453613281
41,2017-03-08,1.6093254089355469
42,2017-03-09,1.6093254089355469
43,2017-03-10,2.682209014892578
44,2017-03-13,0.9655952453613281
45,2017-03-14,0.9655952453613281
46,2017-03-15,0.12514114379882812
47,2017-03-16,1.6093254089355469
48,2017-03-17,2.682209014892578
49,2017-03-20,0.9655952453613281
50,2017-03-21,0.3476142883300781
51,2017-03-22,0.3476142883300781
52,2017-03-23,4.470348358154297
53,2017-03-24,2.682209014892578
54,2017-03-27,4.470348358154297
55,2017-03-28,0.3476142883300781
56,2017-03-29,0.9655952453613281
57,2017-03-30,1.6093254089355469
58,2017-03-31,1.6093254089355469
59,2017-04-05,2.682209014892578
60,2017-04-06,0.9655952453613281
61,2017-04-07,0.5793571472167969
62,2017-04-10,2.682209014892578
63,2017-04-11,0.9655952453613281
64,2017-04-12,0.3476142883300781
65,2017-04-13,0.9655952453613281
66,2017-04-14,0.9655952453613281
67,2017-04-17,0.5793571472167969
68,2017-04-18,2.682209014892578
69,2017-04-19,0.5793571472167969
70,2017-04-20,0.3476142883300781
71,2017-04-21,2.682209014892578
72,2017-04-24,2.682209014892578
73,2017-04-25,0.5793571472167969
74,2017-04-26,2.682209014892578
75,2017-04-27,1.6093254089355469
76,2017-04-28,0.5793571472167969
77,2017-05-02,1.6093254089355469
78,2017-05-03,0.9655952453613281
79,2017-05-04,1.6093254089355469
80,2017-05-05,1.6093254089355469
81,2017-05-08,2.682209014892578
82,2017-05-09,1.6093254089355469
83,2017-05-10,0.9655952453613281
84,2017-05-11,0.9655952453613281
85,2017-05-12,2.682209014892578
86,2017-05-15,4.470348358154297
87,2017-05-16,2.682209014892578
88,2017-05-17,0.5793571472167969
89,2017-05-18,0.5793571472167969
90,2017-05-19,1.6093254089355469
91,2017-05-22,0.9655952453613281
92,2017-05-23,2.682209014892578
93,2017-05-24,2.682209014892578
94,2017-05-25,2.682209014892578
95,2017-05-26,1.6093254089355469
96,2017-05-31,0.9655952453613281
97,2017-06-01,2.682209014892578
98,2017-06-02,2.682209014892578
99,2017-06-05,4.470348358154297
100,2017-06-06,2.682209014892578
101,2017-06-07,0.5793571472167969
102,2017-06-08,1.6093254089355469
103,2017-06-09,0.9655952453613281
104,2017-06-12,4.470348358154297
105,2017-06-13,4.470348358154297
106,2017-06-14,4.470348358154297
107,2017-06-15,2.682209014892578
108,2017-06-16,2.682209014892578
109,2017-06-19,4.470348358154297
110,2017-06-20,4.470348358154297
111,2017-06-21,0.9655952453613281
112,2017-06-22,0.9655952453613281
113,2017-06-23,4.470348358154297
114,2017-06-26,2.682209014892578
115,2017-06-27,7.450580596923828
116,2017-06-28,2.682209014892578
117,2017-06-29,2.682209014892578
118,2017-06-30,0.9655952453613281
119,2017-07-03,2.682209014892578
120,2017-07-04,4.470348358154297
121,2017-07-05,1.6093254089355469
122,2017-07-06,2.682209014892578
123,2017-07-07,1.6093254089355469
124,2017-07-10,2.682209014892578
125,2017-07-11,1.6093254089355469
126,2017-07-12,1.6093254089355469
127,2017-07-13,0.5793571472167969
128,2017-07-14,1.6093254089355469
129,2017-07-17,0.5793571472167969
130,2017-07-18,0.9655952453613281
131,2017-07-19,0.9655952453613281
132,2017-07-20,7.450580596923828
133,2017-07-21,0.9655952453613281
134,2017-07-24,4.470348358154297
135,2017-07-25,2.682209014892578
136,2017-07-26,2.682209014892578
137,2017-07-27,0.5793571472167969
138,2017-07-28,2.682209014892578
139,2017-07-31,0.9655952453613281
140,2017-08-01,0.9655952453613281
141,2017-08-02,2.682209014892578
142,2017-08-03,2.682209014892578
143,2017-08-04,2.682209014892578
144,2017-08-07,2.682209014892578
145,2017-08-08,2.682209014892578
146,2017-08-09,1.6093254089355469
147,2017-08-10,4.470348358154297
148,2017-08-11,4.470348358154297
149,2017-08-14,0.9655952453613281
150,2017-08-15,2.682209014892578
151,2017-08-16,0.9655952453613281
152,2017-08-17,4.470348358154297
153,2017-08-18,1.6093254089355469
154,2017-08-21,4.470348358154297
155,2017-08-22,2.682209014892578
156,2017-08-23,1.6093254089355469
157,2017-08-24,4.470348358154297
158,2017-08-25,1.6093254089355469
