,ts_code,trade_time,open,close,high,low,vol,amount,pct_chg
54,000001.SH,2020/12/22 15:00,3370.258,3356.782,3370.258,3353.8579999999997,5006706900,61891921400.0,-0.16922073997939774
55,000001.SH,2020/12/22 14:30,3386.4179999999997,3369.895,3386.4179999999997,3364.77,4125368800,50156851023.0,0.39064198985813875
56,000001.SH,2020/12/22 14:00,3389.676,3387.45,3393.63,3387.42,2783030600,36267548573.0,0.5209361122527508
57,000001.SH,2020/12/22 13:30,3414.3590000000004,3389.775,3414.6259999999997,3387.323,3541305900,47974856713.0,0.0686356994199257
58,000001.SH,2020/12/22 11:30,3411.7,3413.827,3415.7540000000004,3409.7309999999998,2209652300,31856868506.0,0.709545618809512
59,000001.SH,2020/12/22 11:00,3405.884,3411.6090000000004,3413.028,3403.534,2506287700,37242517391.0,-0.06497107205490633
60,000001.SH,2020/12/22 10:30,3406.2059999999997,3406.23,3409.032,3401.14,3992991800,55418582219.0,-0.1576675404479341
61,000001.SH,2020/12/22 10:00,3408.8540000000003,3405.8309999999997,3412.54,3404.257,7840098200,107754000000.0,-0.011713830246352771
62,000001.SH,2020/12/22 9:30,3410.968,3410.968,3410.968,3410.968,298323200,3636014624.0,0.15082956259427352
63,000001.SH,2020/12/21 15:00,3415.73,3420.5690000000004,3422.165,3415.5170000000003,3435519600,46707574424.0,0.28147434980335695
64,000001.SH,2020/12/21 14:30,3416.88,3415.617,3417.383,3412.0890000000004,2496788700,33399911663.0,-0.14477123542896592
65,000001.SH,2020/12/21 14:00,3412.8759999999997,3416.948,3417.778,3412.0240000000003,2263173500,32997612151.0,0.03896806931221142
66,000001.SH,2020/12/21 13:30,3414.928,3413.417,3418.7340000000004,3411.438,2357063900,33229658319.0,-0.10333783247506105
67,000001.SH,2020/12/21 11:30,3415.047,3414.7209999999995,3417.5,3405.678,2317609100,31322743319.0,0.03820218859868667
68,000001.SH,2020/12/21 11:00,3413.1440000000002,3414.565,3423.6059999999998,3413.1440000000002,3124649700,43066660369.0,-0.004568455226634748
69,000001.SH,2020/12/21 10:30,3393.063,3413.1,3414.2129999999997,3393.063,3977247300,55222160769.0,-0.04290444024349062
70,000001.SH,2020/12/21 10:00,3394.1459999999997,3392.241,3394.382,3381.125,8073782200,104246000000.0,-0.6111452931352707
71,000001.SH,2020/12/21 9:30,3394.395,3394.395,3394.395,3394.395,330145400,3706697844.0,0.0634978469984885
72,000001.SH,2020/12/18 15:00,3394.222,3394.8959999999997,3398.039,3391.261,3498459200,45102765856.0,0.01475962579486916
73,000001.SH,2020/12/18 14:30,3396.7090000000003,3394.494,3400.435,3392.7690000000002,1941015600,26546412174.0,-0.011841305300651006
74,000001.SH,2020/12/18 14:00,3388.408,3396.3579999999997,3396.634,3385.647,2151805500,28632598584.0,0.05491245528787437
75,000001.SH,2020/12/18 13:30,3409.409,3387.945,3410.317,3382.7709999999997,3247044200,38845847170.0,-0.2477065138598333
76,000001.SH,2020/12/18 11:30,3404.741,3409.308,3409.518,3402.676,2406445900,27831860481.0,0.6305592328092643
77,000001.SH,2020/12/18 11:00,3404.672,3404.528,3409.24,3402.673,2899263300,37347058945.0,-0.14020440511682136
78,000001.SH,2020/12/18 10:30,3406.3540000000003,3405.163,3409.5040000000004,3401.737,3648528700,48974488619.0,0.018651631004362963
79,000001.SH,2020/12/18 10:00,3398.92,3405.99,3413.5879999999997,3396.172,7867911600,96119691927.0,0.02428664942030002
80,000001.SH,2020/12/18 9:30,3400.486,3400.486,3400.486,3400.486,438790100,4626653098.0,-0.1615976558944655
81,000001.SH,2020/12/17 15:00,3401.423,3404.873,3406.155,3399.36,3665621900,50049447309.0,0.12901097078476934
82,000001.SH,2020/12/17 14:30,3395.5609999999997,3401.7540000000004,3402.6490000000003,3392.4790000000003,2657890600,32799079484.0,-0.09160400402598531
83,000001.SH,2020/12/17 14:00,3392.175,3395.389,3401.909,3392.175,2774257200,35424854970.0,-0.18710935593814942
84,000001.SH,2020/12/17 13:30,3388.5890000000004,3392.435,3392.9120000000003,3385.664,2095787500,30460820794.0,-0.08700034075624849
85,000001.SH,2020/12/17 11:30,3377.135,3388.238,3394.5040000000004,3373.155,2740687400,34547966288.0,-0.12371644556196705
86,000001.SH,2020/12/17 11:00,3358.974,3376.3179999999998,3379.0159999999996,3358.974,3069007900,37787301206.0,-0.3518052745999565
87,000001.SH,2020/12/17 10:30,3357.7329999999997,3358.513,3361.509,3354.011,3568965300,49597463820.0,-0.527349615764861
88,000001.SH,2020/12/17 10:00,3366.853,3358.1209999999996,3371.281,3357.67,6702291400,90969123034.0,-0.011671832147152032
89,000001.SH,2020/12/17 9:30,3367.277,3367.277,3367.277,3367.277,271853900,3104420329.0,0.2726524744045973
90,000001.SH,2020/12/16 15:00,3369.8509999999997,3366.9829999999997,3370.007,3364.9040000000005,3038119100,41344330429.0,-0.008731090433021215
91,000001.SH,2020/12/16 14:30,3372.527,3370.304,3376.095,3369.05,1864564500,27749579809.0,0.09863429663887129
92,000001.SH,2020/12/16 14:00,3374.677,3372.0609999999997,3374.677,3368.3779999999997,1808891900,25526684678.0,0.052131795826121534
93,000001.SH,2020/12/16 13:30,3373.948,3374.447,3374.955,3367.7729999999997,1784214500,26354367852.0,0.07075791333550675
94,000001.SH,2020/12/16 11:30,3376.397,3373.159,3378.663,3371.563,1650801300,22787023485.0,-0.03816921705986228
95,000001.SH,2020/12/16 11:00,3366.37,3376.85,3376.85,3363.929,2702919500,34111651502.0,0.1094226509927283
96,000001.SH,2020/12/16 10:30,3365.863,3366.203,3368.625,3359.171,3194771200,43466453629.0,-0.3152938389327312
97,000001.SH,2020/12/16 10:00,3371.0959999999995,3365.534,3375.232,3365.366,5814064900,84146536575.0,-0.019874024234422853
98,000001.SH,2020/12/16 9:30,3371.263,3371.263,3371.263,3371.263,212154500,3209091988.0,0.17022558678651928
99,000001.SH,2020/12/15 15:00,3366.9790000000003,3367.2329999999997,3371.165,3365.0890000000004,2787194600,37797223409.0,-0.11953976892340348
100,000001.SH,2020/12/15 14:30,3364.2870000000003,3367.012,3373.558,3362.417,2251151800,30517248021.0,-0.006563252379611061
101,000001.SH,2020/12/15 14:00,3356.1540000000005,3364.131,3364.822,3354.994,1960332400,26885620930.0,-0.085565480610117
102,000001.SH,2020/12/15 13:30,3354.6240000000003,3355.9359999999997,3356.3070000000002,3350.83,1890055500,25894774103.0,-0.24359931286861788
103,000001.SH,2020/12/15 11:30,3353.7090000000003,3354.0159999999996,3356.5429999999997,3348.598,1794391200,25518442886.0,-0.05721205648737261
104,000001.SH,2020/12/15 11:00,3363.285,3353.864,3364.7909999999997,3351.844,2363588800,37023771558.0,-0.0045318805873194685
105,000001.SH,2020/12/15 10:30,3351.6690000000003,3363.3140000000003,3363.3140000000003,3350.43,3225424800,47487624822.0,0.2817645557482436
106,000001.SH,2020/12/15 10:00,3365.388,3351.922,3365.388,3350.2909999999997,6050536200,81361505201.0,-0.3387135426546638
107,000001.SH,2020/12/15 9:30,3366.5809999999997,3366.5809999999997,3366.5809999999997,3366.5809999999997,244064900,2803530364.0,0.4373311789474711
108,000001.SH,2020/12/14 15:00,3361.935,3369.12,3371.1290000000004,3361.7090000000003,3109044100,41516253406.0,0.07541776063015311
109,000001.SH,2020/12/14 14:30,3354.6459999999997,3361.86,3364.3109999999997,3354.6459999999997,2060069300,27351355007.0,-0.21548653654366018
110,000001.SH,2020/12/14 14:00,3361.53,3354.7729999999997,3363.072,3353.813,2073117200,26589681571.0,-0.2108059229117347
111,000001.SH,2020/12/14 13:30,3360.466,3361.748,3362.2329999999997,3354.348,1924812600,26631600731.0,0.20791272613677184
112,000001.SH,2020/12/14 11:30,3362.2090000000003,3360.478,3362.762,3356.522,1765257100,25969590343.0,-0.0377779655107992
113,000001.SH,2020/12/14 11:00,3356.132,3362.022,3362.262,3352.593,2559742200,34961635046.0,0.04594584460900708
114,000001.SH,2020/12/14 10:30,3344.864,3356.1440000000002,3357.298,3343.995,3415818400,45750529989.0,-0.17483526282694467
115,000001.SH,2020/12/14 10:00,3349.558,3344.29,3358.025,3338.6259999999997,6796944800,84539168567.0,-0.3532029614939129
116,000001.SH,2020/12/14 9:30,3349.534,3349.534,3349.534,3349.534,275986900,2919318203.0,0.15680458333458347
117,000001.SH,2020/12/11 15:00,3335.241,3347.191,3349.3179999999998,3335.241,4215220200,54404505507.0,-0.06995002886969656
118,000001.SH,2020/12/11 14:30,3331.535,3335.505,3336.555,3325.172,2851054900,36992770014.0,-0.3491285678050549
119,000001.SH,2020/12/11 14:00,3336.865,3331.7940000000003,3343.593,3331.632,2528147000,32590608255.0,-0.11125751572849643
120,000001.SH,2020/12/11 13:30,3338.89,3337.448,3350.935,3335.953,2610604400,34547668109.0,0.16969836670573094
121,000001.SH,2020/12/11 11:30,3352.157,3338.691,3361.223,3333.0840000000003,3012886200,39219038857.0,0.037244025974335425
122,000001.SH,2020/12/11 11:00,3366.51,3351.758,3366.51,3351.758,3559012600,44704277622.0,0.39138093342570507
123,000001.SH,2020/12/11 10:30,3373.167,3367.2490000000003,3375.643,3366.9240000000004,3931377100,52017856474.0,0.4621753718496515
124,000001.SH,2020/12/11 10:00,3380.768,3373.305,3383.178,3371.46,6878876700,82752966317.0,0.1798500793971454
125,000001.SH,2020/12/11 9:30,3381.008,3381.008,3381.008,3381.008,274536700,2619112436.0,0.2283517203454765
126,000001.SH,2020/12/10 15:00,3375.176,3373.276,3375.454,3369.62,2977126300,39741443489.0,-0.2286891956481609
127,000001.SH,2020/12/10 14:30,3374.413,3375.1420000000003,3376.562,3362.0370000000003,2684125100,34685904596.0,0.055317145706442056
128,000001.SH,2020/12/10 14:00,3379.3759999999997,3374.722,3381.115,3374.722,2189791400,30035791763.0,-0.012443920877997807
129,000001.SH,2020/12/10 13:30,3380.1740000000004,3379.0490000000004,3384.8720000000003,3378.6040000000003,2111506600,30730329675.0,0.12821796876898972
130,000001.SH,2020/12/10 11:30,3381.613,3380.0959999999995,3383.43,3374.4509999999996,1900811100,27180208539.0,0.0309850493437389
131,000001.SH,2020/12/10 11:00,3375.926,3381.455,3381.455,3374.01,2210753600,30345501354.0,0.04020595864733956
132,000001.SH,2020/12/10 10:30,3359.282,3375.5240000000003,3379.048,3359.282,3271498500,44488952903.0,-0.1753978686689483
133,000001.SH,2020/12/10 10:00,3366.6279999999997,3359.884,3370.17,3357.853,7120371700,81539356107.0,-0.463335470285512
134,000001.SH,2020/12/10 9:30,3365.7309999999998,3365.7309999999998,3365.7309999999998,3365.7309999999998,264846100,2868868792.0,0.17402386510962142
135,000001.SH,2020/12/9 15:00,3400.8,3371.9640000000004,3401.005,3371.9640000000004,4843176400,61598849370.0,0.18519008203568943
136,000001.SH,2020/12/9 14:30,3392.587,3400.636,3402.026,3389.454,2280823600,31927037200.0,0.8503056379012222
137,000001.SH,2020/12/9 14:00,3396.861,3392.7329999999997,3400.8909999999996,3390.8920000000003,2421565400,32096558090.0,-0.23239770442941401
138,000001.SH,2020/12/9 13:30,3413.381,3397.035,3413.797,3396.075,2301946100,29946531141.0,0.1268004290346495
139,000001.SH,2020/12/9 11:30,3409.288,3412.2940000000003,3416.059,3405.825,1666208700,23554916412.0,0.4491858341171189
140,000001.SH,2020/12/9 11:00,3416.3790000000004,3408.825,3416.493,3408.7270000000003,2348560500,31289241385.0,-0.10166181460332858
141,000001.SH,2020/12/9 10:30,3406.406,3416.0359999999996,3416.0359999999996,3404.196,3606587300,46354733382.0,0.21153916672166467
142,000001.SH,2020/12/9 10:00,3415.949,3407.0170000000003,3422.3059999999996,3406.783,6330463800,79071578921.0,-0.2640194658369913
143,000001.SH,2020/12/9 9:30,3416.078,3416.078,3416.078,3416.078,239359700,3061792636.0,0.26595112381299224
144,000001.SH,2020/12/8 15:00,3414.24,3410.177,3415.361,3408.835,3061026500,38640506979.0,-0.1727419572972233
145,000001.SH,2020/12/8 14:30,3419.312,3414.804,3422.9179999999997,3413.893,1888646600,26079315253.0,0.13568210682319284
146,000001.SH,2020/12/8 14:00,3417.052,3419.0840000000003,3419.948,3415.3379999999997,1871670300,26713830555.0,0.12533662254115316
147,000001.SH,2020/12/8 13:30,3409.655,3417.3340000000003,3420.824,3409.2909999999997,2296928600,30255510032.0,-0.051183299386619335
148,000001.SH,2020/12/8 11:30,3413.89,3407.987,3415.542,3403.21,2164450900,28352899539.0,-0.2735173091070468
149,000001.SH,2020/12/8 11:00,3417.344,3414.1820000000002,3419.558,3411.26,2054224400,30324412027.0,0.18177886241937435
150,000001.SH,2020/12/8 10:30,3415.953,3416.796,3418.116,3407.703,3304329700,45846545785.0,0.0765629951771633
151,000001.SH,2020/12/8 10:00,3417.757,3416.2059999999997,3428.6620000000003,3416.2059999999997,5837095400,75862454371.0,-0.01726763903961915
152,000001.SH,2020/12/8 9:30,3417.6940000000004,3417.6940000000004,3417.6940000000004,3417.6940000000004,212360400,2559558970.0,0.04355709228309823
153,000001.SH,2020/12/7 15:00,3421.9840000000004,3416.6040000000003,3421.9840000000004,3414.32,3341531000,41826924029.0,-0.031892849389095264
154,000001.SH,2020/12/7 14:30,3424.2129999999997,3421.565,3427.5840000000003,3420.9970000000003,1975627400,26013885383.0,0.14520266322932904
155,000001.SH,2020/12/7 14:00,3428.502,3423.6679999999997,3430.27,3421.8459999999995,1954833400,26003401686.0,0.06146310241072757
156,000001.SH,2020/12/7 13:30,3421.857,3428.703,3429.978,3421.507,1891593200,25982293787.0,0.14706449340299088
157,000001.SH,2020/12/7 11:30,3426.903,3421.8520000000003,3429.38,3414.6279999999997,2615207600,32265401552.0,-0.1998131655030972
158,000001.SH,2020/12/7 11:00,3433.284,3427.03,3434.4040000000005,3427.03,2406449000,33598975844.0,0.1513215650472283
159,000001.SH,2020/12/7 10:30,3429.6009999999997,3433.575,3436.405,3426.033,3758711000,50921099875.0,0.1909816955206
160,000001.SH,2020/12/7 10:00,3447.559,3429.5009999999997,3449.578,3427.597,7149534500,96241985936.0,-0.11865184246740115
161,000001.SH,2020/12/7 9:30,3446.6479999999997,3446.6479999999997,3446.6479999999997,3446.6479999999997,331032600,3714150339.0,0.4999852748256943
162,000001.SH,2020/12/4 15:00,3436.708,3444.5809999999997,3444.789,3435.466,3190381700,41006491341.0,-0.05997131125661824
163,000001.SH,2020/12/4 14:30,3444.554,3437.145,3446.329,3436.605,2204423200,31018123766.0,-0.2158753125561482
164,000001.SH,2020/12/4 14:00,3438.908,3444.7259999999997,3448.324,3436.788,2204497900,31920328931.0,0.2205609597500157
165,000001.SH,2020/12/4 13:30,3430.308,3439.402,3442.116,3428.915,2001173700,29098234101.0,-0.15455510830178118
166,000001.SH,2020/12/4 11:30,3429.862,3430.027,3434.482,3427.5890000000004,1824323300,22433589119.0,-0.27257645369747413
167,000001.SH,2020/12/4 11:00,3426.3709999999996,3430.434,3431.6079999999997,3419.817,2700893700,30718939972.0,0.011865795808608876
168,000001.SH,2020/12/4 10:30,3426.7140000000004,3426.113,3428.897,3417.048,3864356000,48570583920.0,-0.1259607384954897
169,000001.SH,2020/12/4 10:00,3435.1820000000002,3426.1479999999997,3435.491,3424.9590000000003,7340631600,91671180863.0,0.001021565838600609
170,000001.SH,2020/12/4 9:30,3436.7290000000003,3436.7290000000003,3436.7290000000003,3436.7290000000003,296989400,2955736334.0,0.30883079189809043
171,000001.SH,2020/12/3 15:00,3451.94,3442.136,3452.1609999999996,3440.7790000000005,3617702400,43057495599.0,0.1573298331058311
172,000001.SH,2020/12/3 14:30,3436.866,3451.4190000000003,3451.8590000000004,3432.2929999999997,2545997900,28961906856.0,0.2696871942305695
173,000001.SH,2020/12/3 14:00,3443.2690000000002,3436.978,3445.349,3436.3,2490940000,27850292018.0,-0.41840761727278714
174,000001.SH,2020/12/3 13:30,3446.0890000000004,3443.175,3450.157,3441.969,3025809000,33841282186.0,0.18030374357939202
175,000001.SH,2020/12/3 11:30,3433.547,3446.1890000000003,3448.116,3429.52,2641094100,31407759770.0,0.08753548686895449
176,000001.SH,2020/12/3 11:00,3434.3070000000002,3433.6459999999997,3434.9109999999996,3429.3590000000004,3044062300,37661624719.0,-0.36396726935175566
177,000001.SH,2020/12/3 10:30,3438.8979999999997,3434.369,3439.3340000000003,3428.804,4356946600,53732816606.0,0.021056334869710248
178,000001.SH,2020/12/3 10:00,3447.986,3439.345,3447.986,3436.0170000000003,7825890500,92903680405.0,0.1448883331988979
179,000001.SH,2020/12/3 9:30,3448.54,3448.54,3448.54,3448.54,297550200,3005428446.0,0.2673474164412167
180,000001.SH,2020/12/2 15:00,3455.158,3449.381,3456.079,3448.4,3295945700,41162954024.0,0.0243871319456899
181,000001.SH,2020/12/2 14:30,3443.284,3455.974,3456.25,3442.987,2299435500,29657882025.0,0.1911357429057649
182,000001.SH,2020/12/2 14:00,3449.5959999999995,3443.152,3450.245,3439.7140000000004,2779783500,35299757401.0,-0.3710097356056532
183,000001.SH,2020/12/2 13:30,3455.1820000000002,3450.667,3455.6659999999997,3447.2140000000004,2470851800,32890265229.0,0.21825931588265265
184,000001.SH,2020/12/2 11:30,3448.551,3454.955,3458.5,3446.8070000000002,2426686400,31574338149.0,0.12426583034526399
185,000001.SH,2020/12/2 11:00,3449.198,3448.415,3465.636,3444.6040000000003,4373247000,49385084760.0,-0.18929334824910785
186,000001.SH,2020/12/2 10:30,3439.16,3449.3709999999996,3449.9320000000002,3436.05,4997887500,55409062542.0,0.02772288138172686
187,000001.SH,2020/12/2 10:00,3453.241,3439.178,3457.928,3437.574,8336648200,104675000000.0,-0.2955031511542179
188,000001.SH,2020/12/2 9:30,3453.518,3453.518,3453.518,3453.518,300625800,3286696174.0,0.4169600991864959
189,000001.SH,2020/12/1 15:00,3452.583,3451.938,3457.635,3442.711,5196495500,61211486028.0,-0.04575044925203596
190,000001.SH,2020/12/1 14:30,3441.179,3452.933,3452.933,3435.518,3604407600,44703961548.0,0.028824387923534284
191,000001.SH,2020/12/1 14:00,3427.913,3440.509,3441.344,3427.913,2612265700,33526286275.0,-0.3598100513389625
192,000001.SH,2020/12/1 13:30,3436.205,3428.072,3436.966,3428.072,2919671000,35015287031.0,-0.3614872101773284
193,000001.SH,2020/12/1 11:30,3419.921,3436.0370000000003,3440.973,3419.921,3535886400,40050825730.0,0.23234634511760968
194,000001.SH,2020/12/1 11:00,3413.698,3419.308,3419.665,3408.013,2848582400,34912275478.0,-0.4868690296408411
195,000001.SH,2020/12/1 10:30,3401.571,3413.474,3413.474,3397.9629999999997,3748514800,48557854709.0,-0.17061931829480798
196,000001.SH,2020/12/1 10:00,3389.002,3401.567,3403.619,3386.9109999999996,6772637100,83408889081.0,-0.3488235152809177
197,000001.SH,2020/12/1 9:30,3388.987,3388.987,3388.987,3388.987,356483900,3608603167.0,-0.36982955208584534
198,000001.SH,2020/11/30 15:00,3404.857,3391.755,3405.506,3391.755,4725964900,57348810541.0,0.0816763239280655
199,000001.SH,2020/11/30 14:30,3423.5359999999996,3404.761,3428.1820000000002,3399.437,2929614900,36287431933.0,0.3834593005685805
200,000001.SH,2020/11/30 14:00,3421.9179999999997,3423.3309999999997,3424.6259999999997,3415.167,2437456500,29847652157.0,0.5454127323474308
201,000001.SH,2020/11/30 13:30,3445.192,3422.048,3445.192,3420.255,3571103000,42405853072.0,-0.03747811707368939
202,000001.SH,2020/11/30 11:30,3441.795,3444.845,3451.6,3441.7740000000003,2571087400,34479266991.0,0.6661800185152291
203,000001.SH,2020/11/30 11:00,3447.381,3442.0840000000003,3456.486,3441.546,4193163800,49448456426.0,-0.08014874399282151
204,000001.SH,2020/11/30 10:30,3439.34,3447.546,3449.0570000000002,3437.955,5822153400,68220671168.0,0.15868293742975284
205,000001.SH,2020/11/30 10:00,3419.387,3439.8179999999998,3444.453,3419.387,11800409900,132171000000.0,-0.22415944558825512
206,000001.SH,2020/11/30 9:30,3418.158,3418.158,3418.158,3418.158,444356400,4240096024.0,-0.6296844774927004
207,000001.SH,2020/11/27 15:00,3388.82,3408.3070000000002,3408.3070000000002,3388.632,4972987800,56582738544.0,-0.2881961571115103
208,000001.SH,2020/11/27 14:30,3380.8759999999997,3388.653,3389.3920000000003,3377.2,2165879200,25507794309.0,-0.576649932063058
209,000001.SH,2020/11/27 14:00,3372.4790000000003,3380.4190000000003,3381.3720000000003,3369.967,1962328600,23111149227.0,-0.24298740532003332
210,000001.SH,2020/11/27 13:30,3367.8059999999996,3372.64,3374.5640000000003,3364.492,2268438900,25538626579.0,-0.23011940235812336
211,000001.SH,2020/11/27 11:30,3381.173,3368.118,3386.723,3366.8109999999997,3014140500,32678694498.0,-0.13407894112623744
212,000001.SH,2020/11/27 11:00,3377.395,3381.449,3386.595,3373.277,2714558900,32814188962.0,0.3957996721017533
213,000001.SH,2020/11/27 10:30,3377.198,3377.757,3379.927,3372.634,3732706100,45049248087.0,-0.10918396225996628
