,date,0,1,2,3,4,5
74,2017-04-26,7.792649e-05,0.0010211298,19.249302,66.42962,2.9287712e-06,0.066754825
75,2017-04-27,1.1059597e-05,0.00014873955,36.926136,59.34422,4.0723046e-07,0.059949644
76,2017-04-28,7.105079e-05,0.0016395259,26.018816,53.39396,2.5478816e-06,0.08120067
77,2017-05-02,1.7147006e-05,0.0006097703,31.709896,64.69139,9.1760916e-07,0.080140606
78,2017-05-03,3.570885e-05,0.0015521555,16.840467,58.23205,8.0132065e-07,0.102075756
79,2017-05-04,0.000538143,0.0033068534,4.061456,34.380005,0.00015234215,0.13561676
80,2017-05-05,0.0004461846,0.0013554705,9.363361,30.234364,6.5996064e-05,0.13765192
81,2017-05-08,3.0735493e-05,0.0017416559,15.536912,43.38645,7.367948e-06,0.13816547
82,2017-05-09,0.00036829233,0.005396103,11.426841,48.51205,9.386869e-07,0.083948076
83,2017-05-10,7.737393e-06,0.0007764535,22.014408,48.25606,3.4483907e-08,0.07828639
84,2017-05-11,0.00030171592,0.0014936549,10.846343,52.38546,5.675957e-06,0.1625217
85,2017-05-12,2.455718e-05,0.00097372424,21.981945,53.64416,6.2053357e-07,0.1256789
86,2017-05-15,0.00026648186,0.0040319087,12.315899,60.327858,1.3753233e-06,0.15981385
87,2017-05-16,0.00016351696,0.0023237837,10.017557,68.02321,2.856611e-08,0.2042379
88,2017-05-17,0.00025353458,0.0009743793,11.480907,83.80445,8.3012867e-07,0.23139165
89,2017-05-18,0.00074129674,0.010103123,6.5482717,23.650284,4.398076e-05,0.13482699
90,2017-05-19,9.492812e-06,0.0022275823,20.49071,68.521,9.3156146e-08,0.12065855
91,2017-05-22,0.001635827,0.004038019,5.7324104,34.982567,0.00019782114,0.14676882
92,2017-05-23,8.951029e-05,0.0035467579,10.505678,52.10393,4.9102855e-06,0.09422481
93,2017-05-24,6.651182e-05,0.0010014989,18.453289,52.960255,1.0439235e-06,0.13176718
94,2017-05-25,0.0002960672,0.0020962814,4.252003,61.50432,1.3947311e-05,0.091872126
95,2017-05-26,1.120237e-05,0.0014687375,19.359095,73.790054,1.1527606e-07,0.11193525
96,2017-05-31,2.0505935e-05,0.0010712895,15.280641,49.852337,1.0695179e-06,0.16710743
97,2017-06-01,0.0011790352,0.0032618765,6.550555,29.005518,8.524005e-05,0.10290389
98,2017-06-02,4.8848655e-05,0.00045207478,25.414442,75.82798,3.1885702e-07,0.07664589
99,2017-06-05,0.00043447965,0.00015636226,31.651957,42.705902,2.6979143e-09,0.07830427
100,2017-06-06,9.169593e-05,0.0012471908,12.12997,49.740616,1.3981293e-05,0.18131228
101,2017-06-07,0.00010954837,0.0008032858,25.774406,38.341717,2.6822893e-06,0.06645471
102,2017-06-08,0.00028286292,0.0016923584,12.955223,46.23515,2.4905721e-06,0.11509375
103,2017-06-09,5.556128e-05,0.001058078,29.113672,58.103867,3.600107e-06,0.07873373
104,2017-06-12,0.0005140859,0.0038917498,11.409384,41.37426,7.899681e-06,0.16040328
105,2017-06-13,6.814752e-05,0.00033389384,17.102129,84.73902,1.7202789e-06,0.23758768
106,2017-06-14,0.000503639,0.001904655,17.73738,55.450672,2.568247e-06,0.20322795
107,2017-06-15,0.00031931984,0.0035890548,12.295694,34.895935,3.3230404e-05,0.13933255
108,2017-06-16,0.00013661674,0.000593994,13.315577,40.409985,5.603151e-07,0.09265684
109,2017-06-19,0.0006442666,0.0015544354,10.860894,29.149078,9.64394e-07,0.13060842
110,2017-06-20,0.00010430787,0.005636029,9.738284,31.588306,2.7157566e-05,0.07793794
111,2017-06-21,0.00017291882,0.013196608,6.544402,44.76051,0.00015870424,0.09074087
112,2017-06-22,8.353763e-05,0.00033607276,23.230927,71.60271,1.312411e-06,0.04982654
113,2017-06-23,9.407581e-06,0.00017817375,41.10197,65.01021,2.831178e-07,0.057210363
114,2017-06-26,4.3764932e-05,0.0007448004,21.055927,39.13523,5.077205e-08,0.047545627
115,2017-06-27,5.4789136e-05,0.0005806598,19.54435,53.25992,4.4577632e-07,0.07014009
116,2017-06-28,5.0286024e-05,0.0041518775,16.71622,43.03021,-6.862919e-08,0.030925175
117,2017-06-29,2.5762582e-05,0.00042338893,30.95209,60.17348,2.1422943e-08,0.07517726
118,2017-06-30,7.3563792e-06,0.000457648,37.24073,62.35441,-4.0108786e-10,0.036926746
119,2017-07-03,0.0008699683,0.0035719725,5.1646147,39.28193,5.124383e-06,0.20214342
120,2017-07-04,0.0010854678,0.006175973,6.4077325,48.341072,3.1015108e-05,0.16383222
121,2017-07-05,8.134746e-05,0.0022187955,11.24006,73.00868,7.284147e-07,0.089039445
122,2017-07-06,0.0005197871,0.0030991796,7.6765485,63.732788,3.3573863e-06,0.115229234
123,2017-07-07,0.00014869732,0.0005299539,30.761738,45.105614,1.5440971e-06,0.10394534
124,2017-07-10,0.00016723479,0.0029470054,8.673418,61.785255,6.4267174e-06,0.15378554
125,2017-07-11,0.00012652567,0.002728335,11.105168,61.83642,9.47229e-05,0.18888566
126,2017-07-12,7.914634e-05,0.0013685307,16.834568,83.35413,6.312163e-07,0.17944556
127,2017-07-13,0.0010176894,0.0052480916,9.39541,73.68809,5.9341005e-07,0.35171333
128,2017-07-14,1.512545e-05,0.0011212159,22.338205,71.70328,5.463444e-08,0.0992019
129,2017-07-17,0.00011596984,0.00028519554,22.900356,58.343,6.9013873e-07,0.0876954
130,2017-07-18,4.6761103e-05,0.00025592608,23.570446,68.8036,6.203272e-08,0.11977042
131,2017-07-19,3.289156e-05,0.0017563609,9.262033,68.92038,7.156176e-06,0.17117105
132,2017-07-20,2.3114731e-05,0.000689673,18.189987,79.10553,3.7474177e-08,0.1393576
133,2017-07-21,0.00018735648,0.0011656659,12.378343,64.16,2.0716792e-08,0.1109269
134,2017-07-24,0.00010094961,0.0012858303,23.526623,56.179466,3.145572e-07,0.12641363
135,2017-07-25,0.00024156635,0.0007449786,11.430372,41.585205,4.6459345e-06,0.09674058
136,2017-07-26,0.00011476098,0.00087779266,12.886742,66.741844,2.6607182e-07,0.12456836
137,2017-07-27,0.00036806823,0.0034856547,7.14069,48.991394,2.2973745e-05,0.34721217
138,2017-07-28,0.00021815595,0.00062337494,21.98936,66.896454,1.0288887e-06,0.13407944
139,2017-07-31,0.0006430827,0.00096713944,30.146812,65.28627,3.7123039e-07,0.13969743
140,2017-08-01,1.1172989e-05,0.0016345137,18.294266,63.78576,-1.8536218e-07,0.10291344
141,2017-08-02,0.00033745565,0.00082976586,10.714543,90.27219,-2.388564e-07,0.16514216
142,2017-08-03,0.00027089284,0.0011848158,26.977732,77.94728,6.839309e-07,0.16428532
143,2017-08-04,8.761007e-05,0.00044308172,18.518053,89.23637,5.2080503e-07,0.17834626
144,2017-08-07,0.0007880127,0.0017171999,20.359623,52.991024,1.069332e-06,0.21067165
145,2017-08-08,0.00022126143,0.00035318112,32.548626,84.44817,2.0489006e-08,0.14304182
146,2017-08-09,0.000121210716,0.0012243034,27.091795,70.71515,1.4905519e-06,0.094827436
147,2017-08-10,0.00014789315,0.00040839135,25.013771,69.62515,-1.04970095e-08,0.074924
148,2017-08-11,4.175481e-05,0.0005149941,21.695963,65.93358,2.599092e-07,0.14368434
149,2017-08-14,0.0007196953,0.003751758,9.13216,43.90655,1.5427181e-06,0.16583927
150,2017-08-15,5.223285e-05,0.0023805252,20.018763,75.45626,1.0844178e-06,0.15690483
151,2017-08-16,0.00048854435,0.007706007,5.160449,61.09205,3.274278e-05,0.219437
152,2017-08-17,4.822695e-05,0.00078871055,17.545843,76.395744,3.3112127e-07,0.11351603
153,2017-08-18,0.00019976059,0.007106412,13.134502,39.79177,-9.587548e-08,0.17459384
154,2017-08-21,9.363266e-05,0.003652744,11.158588,53.906643,1.740333e-05,0.1511373
155,2017-08-22,0.0002563653,0.00024167709,16.718882,100.22995,6.934597e-07,0.11485036
156,2017-08-23,0.00030911888,0.0015647628,14.014904,62.256775,1.2010437e-06,0.16253206
157,2017-08-24,0.00027705907,0.00087757077,19.586418,50.447086,1.4718696e-06,0.07427493
158,2017-08-25,3.485484e-05,0.0021512252,12.469642,63.92135,3.5473735e-05,0.20468137
159,2017-08-28,0.000101702295,0.00089788483,17.089527,94.7485,3.892746e-07,0.12969261
160,2017-08-29,1.7184582e-05,0.0011584337,24.8088,74.24699,-1.6420586e-08,0.24297893
161,2017-08-30,0.0010998663,0.015813611,6.4127865,50.41035,0.00015392524,0.30793905
162,2017-08-31,9.491707e-05,0.0039818655,11.498296,70.42289,1.0678106e-06,0.1364021
163,2017-09-01,6.9962574e-05,0.0007064484,25.902458,85.96854,5.8382847e-07,0.09866145
164,2017-09-04,0.00035469394,0.0007660759,11.7895975,63.50303,1.5306898e-06,0.15261802
165,2017-09-05,0.0003221215,0.0004714773,14.721807,62.156162,9.456549e-07,0.11942476
166,2017-09-06,0.00041474128,0.0032026179,15.8063345,79.01616,4.824188e-07,0.13907075
167,2017-09-07,0.00021178977,0.000636625,11.994678,60.81379,3.629578e-08,0.1440832
168,2017-09-08,5.8219335e-05,0.00061200076,29.197023,68.288734,2.0162025e-08,0.11925212
169,2017-09-11,0.0003459076,0.0011740555,24.658833,39.614925,8.933169e-08,0.1078606
170,2017-09-12,0.00015876027,0.001828998,16.542519,84.32536,-1.4016876e-08,0.08530642
171,2017-09-13,0.0001015586,0.0007789139,20.721558,70.648285,-2.530579e-09,0.07600191
172,2017-09-14,0.00010210598,0.0004032345,65.25603,47.069157,4.6181835e-08,0.106026106
173,2017-09-15,1.02322765e-05,0.0004942392,25.41994,80.53099,4.894196e-07,0.082033165
174,2017-09-18,1.5604575e-05,0.0018559942,20.82,58.145046,4.7027875e-06,0.13476194
175,2017-09-19,0.0002557635,0.0029089716,12.2837305,63.357082,-2.921969e-07,0.11993868
176,2017-09-20,8.878801e-05,0.0022998182,9.242077,38.800434,1.7610022e-05,0.12570009
177,2017-09-21,6.478536e-05,0.0010594965,12.176336,40.53601,3.3673298e-06,0.115148075
178,2017-09-22,0.0007246482,0.0019184042,6.963881,40.7027,3.601076e-05,0.26475036
179,2017-09-25,7.075394e-05,0.00024183391,25.209454,37.961067,1.3774539e-06,0.08223122
180,2017-09-26,0.000254492,0.0027934213,21.935411,55.05112,-3.4566702e-07,0.13915895
181,2017-09-27,0.00055510295,0.0024177607,25.810837,65.16281,1.8529062e-06,0.17057458
182,2017-09-28,0.0004762824,0.007629989,8.611155,52.606403,0.00016818293,0.17634676
183,2017-09-29,0.0001298722,0.00059584744,21.014189,94.25587,4.7889763e-08,0.11209235
184,2017-10-09,0.00034463574,0.0022745829,6.408667,54.979794,-1.4214303e-06,0.22061357
185,2017-10-10,3.3209424e-05,0.00013804283,32.539253,56.270206,6.7886057e-09,0.054399498
186,2017-10-11,4.7155085e-05,0.0004797335,25.568611,74.214745,1.522882e-11,0.099979736
187,2017-10-12,0.000102020735,0.00031332587,27.194706,92.35872,5.161706e-07,0.08591807
188,2017-10-13,8.495337e-06,0.00017665276,41.862213,60.574776,2.7374902e-08,0.0875037
189,2017-10-16,3.6216963e-05,0.00027926493,31.558216,55.725773,1.5567975e-08,0.056247093
190,2017-10-17,0.000121787314,0.0007917901,16.531868,106.28754,5.383404e-06,0.16799468
191,2017-10-18,0.00014925917,0.001498141,12.514736,54.375065,1.288723e-06,0.22412114
192,2017-10-19,7.840977e-05,2.7246855e-05,57.176773,67.37164,2.0987027e-08,0.071065195
193,2017-10-20,6.7492605e-05,0.00041253993,38.776146,59.79241,9.980512e-09,0.07614157
194,2017-10-23,2.8716222e-05,0.0008603448,29.42328,68.030594,2.979707e-07,0.13165073
195,2017-10-24,3.9701557e-05,0.003693516,16.776423,68.246506,2.9796415e-06,0.10394065
196,2017-10-25,4.6299638e-06,0.0003132015,27.46498,65.500084,2.4239784e-08,0.1523365
197,2017-10-26,6.928032e-06,0.00047350887,24.825315,65.309296,4.900773e-09,0.13999607
198,2017-10-27,2.6806145e-05,0.0021425884,35.111885,55.62243,1.3521299e-07,0.14158711
199,2017-10-30,1.3729868e-05,0.0005777488,32.044624,56.685818,1.4135299e-08,0.10871419
200,2017-10-31,3.206644e-05,0.00020874929,21.062193,79.70305,-7.4074467e-09,0.13907968
201,2017-11-01,7.536719e-05,0.0006322598,12.360196,69.52525,7.714657e-07,0.17309979
202,2017-11-02,0.00016867614,0.0037798383,11.438866,51.047657,-7.9140136e-08,0.18093905
203,2017-11-03,3.1599517e-05,0.00058088556,17.934027,67.32879,6.624023e-08,0.07936013
204,2017-11-06,9.078389e-07,0.00028190046,28.618809,87.794716,1.655867e-08,0.112144135
205,2017-11-07,2.6476859e-05,0.0022489568,13.072835,41.048714,4.3937002e-06,0.13573599
206,2017-11-08,3.8112885e-05,0.0013872836,32.050373,70.80473,2.9949464e-07,0.11020842
207,2017-11-09,5.8256293e-05,0.00035352554,45.257427,55.200195,4.403615e-08,0.121295266
208,2017-11-10,0.00011095529,0.00051131286,13.418003,70.32603,7.46686e-07,0.11532525
209,2017-11-13,4.427678e-05,0.00042775655,19.319736,111.9474,7.55319e-09,0.23426068
210,2017-11-14,9.601543e-05,0.00039843857,29.249384,68.65137,8.5176374e-08,0.09483419
211,2017-11-15,0.0002956177,0.0019676723,8.410077,71.58657,7.5764305e-08,0.06555045
212,2017-11-16,4.4812834e-05,0.001314638,11.19449,72.98532,-4.707547e-06,0.15343425
213,2017-11-17,4.0324543e-05,0.003676148,9.222239,61.921383,-7.0055606e-10,0.13177343
214,2017-11-20,0.001089599,0.004042124,6.5086246,41.797165,8.6321925e-06,0.17714356
215,2017-11-21,0.0002330598,0.0008370231,13.604549,71.40301,9.693466e-07,0.14622082
216,2017-11-22,0.00015075773,0.0015479707,9.197576,75.49052,6.1852593e-06,0.16866341
217,2017-11-23,0.00018996622,0.0020151653,18.023758,83.390465,9.2954934e-07,0.20371777
218,2017-11-24,0.00046883826,0.0028673396,8.930875,81.107994,7.4335653e-06,0.18443374
219,2017-11-27,0.00013667827,0.00036106765,22.144566,57.276573,1.7032442e-06,0.13025795
220,2017-11-28,0.0005517587,0.003521854,6.7670794,57.520466,3.6660335e-06,0.077654
221,2017-11-29,1.4208615e-05,0.00045836502,14.055237,66.67194,3.2544895e-07,0.098110124
222,2017-11-30,9.640267e-05,0.0019094667,17.366808,39.699596,4.5669353e-06,0.070310846
223,2017-12-01,4.070117e-05,0.0012115112,15.804392,53.855686,1.1159861e-08,0.0591315
224,2017-12-04,0.00027107637,0.0023046646,10.688545,50.7645,-5.834754e-08,0.19378917
225,2017-12-05,0.0002627847,0.0012505269,14.92141,37.00197,-3.2227607e-07,0.06479246
226,2017-12-06,5.7381665e-05,0.00059043895,22.876347,67.14927,8.150959e-08,0.08049918
227,2017-12-07,2.7770488e-05,0.0002519304,24.227785,68.97153,7.8098003e-07,0.14068866
228,2017-12-08,8.134545e-05,0.0015321105,10.460455,61.242878,7.4803625e-06,0.15241925
229,2017-12-11,0.0009970283,0.0010786225,15.400403,52.092934,3.267965e-06,0.22232895
230,2017-12-12,0.0006497647,0.0051191607,12.252014,47.74731,4.549901e-06,0.117391445
231,2017-12-13,0.00095712754,0.0013911726,8.51366,80.655136,1.0650099e-06,0.12050779
232,2017-12-14,0.00046408613,0.002336948,13.126187,55.823524,3.8326579e-07,0.1550895
233,2017-12-15,0.00057407736,0.008150632,9.341795,61.52598,3.70292e-06,0.10737733
234,2017-12-18,0.00012683768,0.0010928595,21.03794,66.61871,6.126159e-09,0.068530925
235,2017-12-19,0.00044903037,0.007740865,6.22205,54.232414,7.4921327e-06,0.26192406
236,2017-12-20,0.00037368422,0.0016725479,6.459539,67.42114,-2.3629743e-06,0.17595632
237,2017-12-21,0.00015201028,0.0009238189,18.876005,72.92076,-2.0101578e-09,0.11048303
238,2017-12-22,0.00020519379,0.0022550148,9.829743,68.08616,3.4708097e-07,0.10915582
239,2017-12-25,0.00048298636,0.00030140288,11.817078,43.68821,7.3942447e-06,0.17098385
240,2017-12-26,1.0453594e-05,0.00075765955,20.853334,91.770256,-5.176206e-08,0.087396845
241,2017-12-27,0.0011241602,0.012177996,6.3511977,53.448082,0.00014664352,0.25650504
242,2017-12-28,0.00037902867,0.0006401038,16.42609,69.409904,5.626866e-07,0.17798051
243,2017-12-29,7.9820966e-05,0.0015499425,5.961672,56.84356,8.042799e-06,0.15208283
244,2018-01-02,0.00015180671,0.0013904172,11.055112,74.42437,6.5456696e-08,0.20099503
245,2018-01-03,0.0010484627,0.001194485,3.4454725,64.09523,4.1136693e-05,0.23870139
246,2018-01-04,0.00032251055,0.0044112955,7.5766263,44.969128,4.9017885e-06,0.13301502
247,2018-01-05,7.4266654e-06,0.00057707063,25.67991,83.70685,1.17385156e-07,0.1146677
248,2018-01-08,0.00095703115,0.0129721295,4.9105897,44.42349,4.363134e-05,0.21081752
249,2018-01-09,0.0003583899,0.013683921,9.702803,37.585796,1.4935723e-05,0.15837552
250,2018-01-10,0.0004800046,0.0031769897,11.610892,46.50611,1.9926472e-05,0.13246538
251,2018-01-11,0.000109064385,0.00080479094,18.799818,58.893658,7.1304726e-07,0.1085905
252,2018-01-12,3.245531e-05,0.0006591642,19.013195,85.94659,1.4094202e-07,0.10055595
253,2018-01-15,0.00020944676,0.00088589475,10.00088,53.032387,3.5326357e-06,0.10780212
254,2018-01-16,5.9170907e-05,0.0017416121,13.948443,87.42235,1.4305068e-06,0.13820715
255,2018-01-17,7.042077e-05,0.0004136159,14.06108,94.38132,2.2409778e-07,0.115071364
256,2018-01-18,5.4674387e-05,0.000231163,26.322762,73.95713,7.758442e-08,0.06740132
257,2018-01-19,6.4093256e-05,0.0009709586,14.288874,48.84567,3.910641e-07,0.0515115
258,2018-01-22,9.818633e-05,0.0012055165,9.88743,68.21664,5.7620073e-09,0.0962794
259,2018-01-23,7.5305e-05,0.00020412295,28.0554,86.06761,7.29518e-07,0.06618256
260,2018-01-24,0.00011021384,0.0016309249,14.07973,35.02883,1.5958038e-06,0.086045094
261,2018-01-25,9.911188e-06,0.00074935734,26.238176,48.163834,5.483106e-08,0.06981743
262,2018-01-26,2.7853297e-05,0.00052640977,28.517588,57.908264,1.02801225e-08,0.05292985
263,2018-01-29,0.00021965403,0.00091741513,12.280532,49.995495,6.5592775e-07,0.13307144
264,2018-01-30,0.000108599,0.001635662,12.082757,49.048286,-2.2463387e-07,0.105105445
265,2018-01-31,0.000118472046,0.00013597425,17.574503,33.02562,-7.5826445e-10,0.045054562
266,2018-02-01,0.00040576063,0.0016296247,9.042403,26.712433,1.4527894e-06,0.046726465
267,2018-02-02,1.962673e-05,0.0010888568,21.891703,44.30226,9.161274e-07,0.10780702
268,2018-02-05,0.0003443492,0.0022021595,8.562003,33.651894,4.6825986e-05,0.1826896
269,2018-02-06,0.0012890325,0.0022575264,3.309102,47.386684,0.0007532569,0.11295214
270,2018-02-07,6.408879e-05,0.00013726752,12.482179,56.72845,9.482742e-08,0.11181894
271,2018-02-08,0.0002126242,0.001873971,7.2927637,40.82756,3.783564e-06,0.11525102
272,2018-02-09,0.00012476442,0.00015661339,21.24279,46.694347,5.884218e-07,0.049011745
273,2018-02-12,0.00025641758,0.0016146766,13.743537,74.53289,2.3319151e-07,0.19960055
274,2018-02-13,9.2421375e-05,0.00089039473,11.279386,48.33315,7.734355e-06,0.09417217
275,2018-02-14,0.00052387506,0.0049403138,3.9080763,31.012218,0.000101906335,0.20375511
276,2018-02-22,8.0550126e-05,0.00071712973,27.298302,59.937416,2.6503974e-06,0.12953465
277,2018-02-23,0.00026715384,0.007863243,14.6446085,65.931015,3.6902286e-05,0.13905787
278,2018-02-26,2.0070447e-05,0.0015327056,12.123071,60.33521,4.978401e-06,0.122340925
279,2018-02-27,0.00012876911,0.00028431436,13.749909,50.345966,3.9772294e-07,0.07556522
280,2018-02-28,7.205753e-05,0.0005473693,19.361078,65.13642,1.8599126e-06,0.09263907
281,2018-03-01,0.0006202565,0.003975167,10.02861,52.34693,2.7486723e-05,0.16128169
282,2018-03-02,5.927089e-06,0.0005095759,44.271355,52.989624,6.5083924e-08,0.055271618
283,2018-03-05,1.8836758e-05,0.0012464264,31.977438,24.582985,7.729533e-08,0.034534045
284,2018-03-06,2.5526704e-05,0.0020199453,24.091412,48.85889,4.5489287e-07,0.05891308
285,2018-03-07,6.006045e-06,0.00031886133,32.41902,70.6644,-9.245689e-09,0.048429172
286,2018-03-08,8.460338e-06,0.00041672747,27.10152,55.974606,1.1482767e-07,0.10382564
287,2018-03-09,0.0002739743,0.0013002135,12.341882,46.434784,7.383414e-07,0.04382574
288,2018-03-12,2.5849216e-05,0.00067025214,16.792564,74.1176,4.8378034e-08,0.0855441
