_id,date,1y,year,month,day,hour,minute,second
5ff1c946c380bd31923cc6fb,2018-09-07,4.31,2018,9,7,0,0,0
5ff1c946c380bd31923cc6fc,2018-09-06,4.31,2018,9,6,0,0,0
5ff1c946c380bd31923cc6fd,2018-09-05,4.31,2018,9,5,0,0,0
5ff1c946c380bd31923cc6fe,2018-09-04,4.31,2018,9,4,0,0,0
5ff1c946c380bd31923cc6ff,2018-09-03,4.31,2018,9,3,0,0,0
5ff1c946c380bd31923cc700,2018-08-31,4.31,2018,8,31,0,0,0
5ff1c946c380bd31923cc701,2018-08-30,4.31,2018,8,30,0,0,0
5ff1c946c380bd31923cc702,2018-08-29,4.31,2018,8,29,0,0,0
5ff1c946c380bd31923cc703,2018-08-28,4.31,2018,8,28,0,0,0
5ff1c946c380bd31923cc704,2018-08-27,4.31,2018,8,27,0,0,0
5ff1c946c380bd31923cc705,2018-08-24,4.31,2018,8,24,0,0,0
5ff1c946c380bd31923cc706,2018-08-23,4.31,2018,8,23,0,0,0
5ff1c946c380bd31923cc707,2018-08-22,4.31,2018,8,22,0,0,0
5ff1c946c380bd31923cc708,2018-08-21,4.31,2018,8,21,0,0,0
5ff1c946c380bd31923cc709,2018-08-20,4.31,2018,8,20,0,0,0
5ff1c946c380bd31923cc70a,2018-08-17,4.31,2018,8,17,0,0,0
5ff1c946c380bd31923cc70b,2018-08-16,4.31,2018,8,16,0,0,0
5ff1c946c380bd31923cc70c,2018-08-15,4.31,2018,8,15,0,0,0
5ff1c946c380bd31923cc70d,2018-08-14,4.31,2018,8,14,0,0,0
5ff1c946c380bd31923cc70e,2018-08-13,4.31,2018,8,13,0,0,0
5ff1c946c380bd31923cc70f,2018-08-10,4.31,2018,8,10,0,0,0
5ff1c946c380bd31923cc710,2018-08-09,4.31,2018,8,9,0,0,0
5ff1c946c380bd31923cc711,2018-08-08,4.31,2018,8,8,0,0,0
5ff1c946c380bd31923cc712,2018-08-07,4.31,2018,8,7,0,0,0
5ff1c946c380bd31923cc713,2018-08-06,4.31,2018,8,6,0,0,0
5ff1c946c380bd31923cc714,2018-08-03,4.31,2018,8,3,0,0,0
5ff1c946c380bd31923cc715,2018-08-02,4.31,2018,8,2,0,0,0
5ff1c946c380bd31923cc716,2018-08-01,4.31,2018,8,1,0,0,0
5ff1c946c380bd31923cc717,2018-07-31,4.31,2018,7,31,0,0,0
5ff1c946c380bd31923cc718,2018-07-30,4.31,2018,7,30,0,0,0
5ff1c946c380bd31923cc719,2018-07-27,4.31,2018,7,27,0,0,0
5ff1c946c380bd31923cc71a,2018-07-26,4.31,2018,7,26,0,0,0
5ff1c946c380bd31923cc71b,2018-07-25,4.31,2018,7,25,0,0,0
5ff1c946c380bd31923cc71c,2018-07-24,4.31,2018,7,24,0,0,0
5ff1c946c380bd31923cc71d,2018-07-23,4.31,2018,7,23,0,0,0
5ff1c946c380bd31923cc71e,2018-07-20,4.31,2018,7,20,0,0,0
5ff1c946c380bd31923cc71f,2018-07-19,4.31,2018,7,19,0,0,0
5ff1c946c380bd31923cc720,2018-07-18,4.31,2018,7,18,0,0,0
5ff1c946c380bd31923cc721,2018-07-17,4.31,2018,7,17,0,0,0
5ff1c946c380bd31923cc722,2018-07-16,4.31,2018,7,16,0,0,0
5ff1c946c380bd31923cc723,2018-07-13,4.31,2018,7,13,0,0,0
5ff1c946c380bd31923cc724,2018-07-12,4.31,2018,7,12,0,0,0
5ff1c946c380bd31923cc725,2018-07-11,4.31,2018,7,11,0,0,0
5ff1c946c380bd31923cc726,2018-07-10,4.31,2018,7,10,0,0,0
5ff1c946c380bd31923cc727,2018-07-09,4.31,2018,7,9,0,0,0
5ff1c946c380bd31923cc728,2018-07-06,4.31,2018,7,6,0,0,0
5ff1c946c380bd31923cc729,2018-07-05,4.31,2018,7,5,0,0,0
5ff1c946c380bd31923cc72a,2018-07-04,4.31,2018,7,4,0,0,0
